29.019340	41.104450	-0.882980	-1.294780	-0.046730	0.281100	0.251820	0.271530	0	0	0	GNSS	ista	bitharis24(bitharis24)_briole21(briole21)_dagostino20(dagostino20)_eposuga(eposuga)_ergintav23(ergintav23)_eurefedv(eurefedv)_floyd23(floyd23)_hamiel21(hamiel21)_kurt22(kurt22)_measures(measures)_ozdemir19(ozdemir19)_ozkan23(ozkan23)_pinavaldes22(pinavaldes22)_serpelloni13(serpelloni13)_serpelloni22(serpelloni22)_yavasoglu21(yavasoglu21)
32.758480	39.887360	-23.261590	-1.207310	-1.049790	0.526920	0.352170	0.207370	0	0	0	GNSS	ankr_anks_ldml	bitharis24(bitharis24)_eposuga(eposuga)_ergintav23(ergintav23)_eurefedv(eurefedv)_hamiel21(hamiel21)_kurt22(kurt22)_measures(measures)_ozdemir19(ozdemir19)_pinavaldes22(pinavaldes22)_rudenko13(rudenko13)_serpelloni13(serpelloni13)_serpelloni22(serpelloni22)_sokhadze18(sokhadze18)
33.396450	35.140990	-6.565500	3.394350	0.133840	0.071510	0.110290	0.150470	0	0	0	GNSS	nico	ULR5(ULR5)_bitharis24(bitharis24)_castroperdomo22(castroperdomo22)_eposuga(eposuga)_ergintav23(ergintav23)_eurefedv(eurefedv)_hamiel21(hamiel21)_measures(measures)_ozdemir19(ozdemir19)_pinavaldes22(pinavaldes22)_rudenko13(rudenko13)_serpelloni13(serpelloni13)_serpelloni22(serpelloni22)_sokhadze18(sokhadze18)_wangshen20(wangshen20)
29.450690	40.786720	-5.165970	-1.258940	-0.800740	0.294920	0.163500	0.235450	0	0	0	GNSS	tubi	bitharis24(bitharis24)_dagostino20(dagostino20)_eposuga(eposuga)_ergintav23(ergintav23)_eurefedv(eurefedv)_floyd23(floyd23)_hamiel21(hamiel21)_kurt22(kurt22)_measures(measures)_ozarpaci21(ozarpaci21)_ozdemir19(ozdemir19)_pinavaldes22(pinavaldes22)_serpelloni13(serpelloni13)_serpelloni22(serpelloni22)_yavasoglu21(yavasoglu21)
26.688490	39.311420	-19.990970	-12.202070	0.197500	0.246740	0.198810	1.269270	0	0	0	GNSS	ayka_ayvl	briole21(briole21)_ergintav23(ergintav23)_floyd23(floyd23)_kurt22(kurt22)_ozdemir19(ozdemir19)_pinavaldes22(pinavaldes22)
29.616700	41.177940	-0.459120	-1.750320	-0.863750	0.477520	0.402750	1.273190	0	0	0	GNSS	silc_sile_sily_slee	ergintav23(ergintav23)_floyd23(floyd23)_kurt22(kurt22)_ozarpaci21(ozarpaci21)_ozdemir19(ozdemir19)_yavasoglu21(yavasoglu21)
28.987250	40.867640	-3.563380	-0.075030	1.570870	0.463960	0.394620	0.891190	0	0	0	GNSS	svrt_ysst	briole21(briole21)_ergintav23(ergintav23)_eurefedv(eurefedv)_floyd23(floyd23)_hamiel21(hamiel21)_measures(measures)_pinavaldes22(pinavaldes22)_serpelloni22(serpelloni22)
25.427220	36.424450	-18.586620	-29.871700	2.517290	0.438130	0.248530	1.165590	0	0	0	GNSS	nomi_san2_san__sant	bitharis24(bitharis24)_briole21(briole21)_dagostino20(dagostino20)_eposuga(eposuga)_ergintav23(ergintav23)_floyd23(floyd23)_hamiel21(hamiel21)_pinavaldes22(pinavaldes22)_serpelloni13(serpelloni13)_serpelloni22(serpelloni22)
29.907990	40.438000	-20.746720	-2.742060	-0.160000	1.490050	0.536340	2.477580	0	0	0	GNSS	igaz	ergintav23(ergintav23)_floyd23(floyd23)_kurt22(kurt22)
27.961530	40.967390	-0.145150	0.487180	-0.802000	0.501990	0.271800	0.552880	0	0	0	GNSS	maer_mer1	ergintav23(ergintav23)_eurefedv(eurefedv)_floyd23(floyd23)_kurt22(kurt22)_ozdemir19(ozdemir19)_pinavaldes22(pinavaldes22)
25.180590	39.897210	-15.833380	-13.425190	0.005560	0.381400	0.485020	0.247500	0	0	0	GNSS	lemn	bitharis24(bitharis24)_briole21(briole21)_dagostino20(dagostino20)_eposuga(eposuga)_ergintav23(ergintav23)_eurefedv(eurefedv)_floyd23(floyd23)_pinavaldes22(pinavaldes22)_serpelloni13(serpelloni13)_serpelloni22(serpelloni22)
26.380650	40.918240	-1.543800	-1.504260	-0.047500	0.376090	0.397430	0.601650	0	0	0	GNSS	ips1_ips2_ipsa	briole21(briole21)_ergintav23(ergintav23)_floyd23(floyd23)_kurt22(kurt22)_ozdemir19(ozdemir19)_pinavaldes22(pinavaldes22)_yavasoglu21(yavasoglu21)
35.208670	32.102570	-3.624860	8.542170	1.238600	0.115700	0.055530	0.434490	0	0	0	GNSS	arel_aril_yosh	castroperdomo22(castroperdomo22)_hamiel21(hamiel21)_measures(measures)_palano18(palano18)_serpelloni13(serpelloni13)_serpelloni22(serpelloni22)
39.775560	40.994710	-0.802970	2.658500	-0.126760	0.079760	0.141560	0.169720	0	0	0	GNSS	trab	ULR5(ULR5)_eposuga(eposuga)_ergintav23(ergintav23)_eurefedv(eurefedv)_khorrami19(khorrami19)_measures(measures)_palano18(palano18)_pinavaldes22(pinavaldes22)_rudenko13(rudenko13)_serpelloni22(serpelloni22)_wangshen20(wangshen20)
